inspection_id,corridor_id,km_milestone,damage_class,pothole_depth_cm,crack_length_m,debris_volume_cum,severity_tier,recommended_action,ai_confidence_pct,reported_by_agent,requires_pwd_validation,lat,lon
INS-DMG-1310,SEG-10,22.5,Pothole,19.7,1.6,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.5,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1311,SEG-08,46.1,Longitudinal / Transverse Crack,5.8,4.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.6,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1312,SEG-12,97.3,Debris / Rockfall Deposit,7.9,25.0,126.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.6,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1313,SEG-03,29.1,Longitudinal / Transverse Crack,3.4,16.2,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.1,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1314,SEG-02,115.2,Pothole,10.7,0.8,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,98.0,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-1315,SEG-09,25.5,Pothole,13.7,1.7,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1316,SEG-09,30.2,Longitudinal / Transverse Crack,6.0,2.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.5,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1317,SEG-03,34.3,Pothole,8.9,0.3,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.4,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1318,SEG-08,26.1,Intact / Minor Surface Wear,0.6,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.5,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1319,SEG-16,22.6,Pothole,10.4,1.7,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.6,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1320,SEG-09,28.9,Debris / Rockfall Deposit,3.4,31.3,144.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.8,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1321,SEG-04,24.1,Debris / Rockfall Deposit,5.8,40.4,113.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.3,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1322,SEG-10,99.7,Intact / Minor Surface Wear,0.2,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.6,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1323,SEG-16,55.1,Pothole,20.0,0.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.4,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1324,SEG-14,54.2,Intact / Minor Surface Wear,1.9,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.3,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1325,SEG-07,59.2,Debris / Rockfall Deposit,2.7,26.9,10.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.6,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1326,SEG-15,116.3,Intact / Minor Surface Wear,0.9,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.0,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1327,SEG-12,7.8,Intact / Minor Surface Wear,0.3,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.8,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1328,SEG-10,82.2,Longitudinal / Transverse Crack,6.4,3.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.6,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1329,SEG-06,133.6,Longitudinal / Transverse Crack,6.5,8.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1330,SEG-06,135.4,Longitudinal / Transverse Crack,2.3,9.3,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1331,SEG-11,3.0,Debris / Rockfall Deposit,9.4,24.9,114.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.1,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1332,SEG-03,5.6,Debris / Rockfall Deposit,8.6,5.3,142.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.4,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1333,SEG-08,54.0,Pothole,15.2,0.4,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.7,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1334,SEG-12,107.7,Longitudinal / Transverse Crack,4.4,17.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.8,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1335,SEG-11,66.3,Pothole,8.5,0.3,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.7,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1336,SEG-11,129.5,Intact / Minor Surface Wear,1.6,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.5,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1337,SEG-16,58.3,Intact / Minor Surface Wear,1.2,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.9,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1338,SEG-13,133.7,Longitudinal / Transverse Crack,5.8,5.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.1,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1339,SEG-16,36.8,Pothole,15.6,1.3,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1340,SEG-07,116.8,Debris / Rockfall Deposit,9.9,20.7,170.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.5,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1341,SEG-10,131.7,Longitudinal / Transverse Crack,6.4,8.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.5,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1342,SEG-05,31.0,Pothole,21.7,0.4,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.0,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1343,SEG-12,127.2,Debris / Rockfall Deposit,3.2,26.5,13.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.2,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1344,SEG-02,39.8,Pothole,7.3,0.4,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.7,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-1345,SEG-15,98.9,Longitudinal / Transverse Crack,4.1,4.2,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.8,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1346,SEG-05,21.3,Debris / Rockfall Deposit,0.4,3.0,149.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.2,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1347,SEG-15,109.7,Pothole,7.3,0.7,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1348,SEG-06,72.0,Longitudinal / Transverse Crack,6.7,17.6,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.4,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1349,SEG-05,111.3,Pothole,17.6,1.7,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.7,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1350,SEG-07,102.7,Washout / Roadbed Erosion,48.3,54.8,1.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1351,SEG-09,120.2,Washout / Roadbed Erosion,90.0,55.7,27.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1352,SEG-16,71.0,Longitudinal / Transverse Crack,1.5,13.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.7,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1353,SEG-02,137.3,Debris / Rockfall Deposit,4.8,31.8,136.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.7,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1354,SEG-05,106.6,Longitudinal / Transverse Crack,1.2,6.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.4,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1355,SEG-14,72.0,Pothole,14.6,0.7,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.8,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1356,SEG-13,81.6,Intact / Minor Surface Wear,0.6,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.8,NERALIS-EdgeVision-v2.4,False,27.52,88.58
INS-DMG-1357,SEG-12,9.0,Pothole,18.5,0.8,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.1,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1358,SEG-15,112.3,Pothole,17.9,0.6,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.8,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1359,SEG-08,134.0,Intact / Minor Surface Wear,1.7,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.7,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1360,SEG-09,105.4,Washout / Roadbed Erosion,68.0,30.2,39.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.3,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1361,SEG-09,108.7,Debris / Rockfall Deposit,4.7,3.1,7.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1362,SEG-01,16.7,Pothole,12.9,0.8,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.6,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1363,SEG-02,26.1,Debris / Rockfall Deposit,9.3,5.7,37.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.1,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1364,SEG-01,126.7,Pothole,15.4,0.6,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.0,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1365,SEG-09,31.8,Debris / Rockfall Deposit,0.5,41.0,83.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.6,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1366,SEG-14,117.8,Pothole,5.3,1.6,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.3,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1367,SEG-04,61.7,Longitudinal / Transverse Crack,7.8,10.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.7,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1368,SEG-10,71.2,Pothole,17.9,1.5,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.7,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1369,SEG-11,114.1,Pothole,9.3,0.8,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.1,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1370,SEG-16,53.3,Intact / Minor Surface Wear,0.4,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.5,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1371,SEG-12,110.7,Longitudinal / Transverse Crack,7.1,4.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.5,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1372,SEG-15,65.2,Pothole,10.5,0.7,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.1,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1373,SEG-15,111.6,Longitudinal / Transverse Crack,5.3,7.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.8,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1374,SEG-09,122.9,Washout / Roadbed Erosion,96.8,12.5,35.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.0,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1375,SEG-10,3.8,Intact / Minor Surface Wear,0.5,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.2,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-1376,SEG-13,127.4,Pothole,12.9,0.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.6,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1377,SEG-14,66.3,Pothole,5.2,1.6,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.4,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1378,SEG-06,28.7,Longitudinal / Transverse Crack,1.9,3.4,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.4,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1379,SEG-10,73.1,Washout / Roadbed Erosion,74.8,31.1,39.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.2,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1380,SEG-14,100.7,Debris / Rockfall Deposit,7.9,18.8,112.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.2,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1381,SEG-12,80.2,Debris / Rockfall Deposit,5.2,12.0,66.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.8,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1382,SEG-06,94.6,Washout / Roadbed Erosion,52.1,37.8,26.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.9,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1383,SEG-02,66.9,Pothole,13.0,0.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.8,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1384,SEG-15,100.0,Debris / Rockfall Deposit,1.3,9.3,15.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.8,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1385,SEG-12,44.9,Longitudinal / Transverse Crack,7.6,2.0,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.6,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1386,SEG-10,56.0,Longitudinal / Transverse Crack,5.9,14.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.1,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1387,SEG-08,85.6,Washout / Roadbed Erosion,48.4,23.5,29.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.0,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1388,SEG-02,125.3,Washout / Roadbed Erosion,46.7,19.3,30.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.9,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1389,SEG-03,37.5,Washout / Roadbed Erosion,78.0,54.0,19.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1390,SEG-07,7.9,Pothole,19.3,1.1,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.5,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1391,SEG-01,6.4,Longitudinal / Transverse Crack,2.5,13.4,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.5,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1392,SEG-05,94.0,Debris / Rockfall Deposit,6.0,34.7,80.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.6,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1393,SEG-04,12.2,Debris / Rockfall Deposit,7.5,5.1,104.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.4,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1394,SEG-16,99.2,Longitudinal / Transverse Crack,3.3,15.4,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.6,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1395,SEG-13,121.3,Pothole,7.4,1.4,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.1,NERALIS-EdgeVision-v2.4,False,27.52,88.58
INS-DMG-1396,SEG-13,90.7,Intact / Minor Surface Wear,1.7,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.0,NERALIS-EdgeVision-v2.4,False,27.52,88.58
INS-DMG-1397,SEG-06,106.5,Longitudinal / Transverse Crack,4.6,2.7,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.1,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1398,SEG-05,78.0,Longitudinal / Transverse Crack,1.9,9.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.8,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1399,SEG-15,39.8,Intact / Minor Surface Wear,0.4,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.0,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1400,SEG-08,114.0,Washout / Roadbed Erosion,49.5,5.7,16.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.0,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1401,SEG-16,33.3,Longitudinal / Transverse Crack,2.7,13.5,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.9,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1402,SEG-04,39.6,Pothole,11.5,0.9,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.8,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-1403,SEG-06,58.3,Washout / Roadbed Erosion,64.9,25.7,33.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.4,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1404,SEG-12,15.0,Longitudinal / Transverse Crack,5.5,10.2,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.8,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1405,SEG-04,33.2,Washout / Roadbed Erosion,38.6,5.5,23.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.5,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1406,SEG-16,47.5,Pothole,8.0,0.9,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.4,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1407,SEG-15,34.1,Pothole,18.7,0.4,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,92.4,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1408,SEG-03,133.9,Longitudinal / Transverse Crack,1.1,8.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.8,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1409,SEG-09,19.5,Debris / Rockfall Deposit,5.4,9.1,153.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1410,SEG-14,5.8,Intact / Minor Surface Wear,1.9,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1411,SEG-13,18.4,Longitudinal / Transverse Crack,4.6,11.1,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.6,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1412,SEG-11,89.3,Debris / Rockfall Deposit,4.6,43.6,16.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.7,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1413,SEG-10,93.3,Pothole,16.7,1.2,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.5,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1414,SEG-03,96.2,Longitudinal / Transverse Crack,5.6,13.1,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.2,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1415,SEG-03,111.3,Longitudinal / Transverse Crack,4.5,12.1,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.2,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1416,SEG-12,110.8,Intact / Minor Surface Wear,0.4,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.3,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1417,SEG-15,19.3,Debris / Rockfall Deposit,4.4,35.7,167.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.1,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1418,SEG-10,114.0,Debris / Rockfall Deposit,5.7,29.6,17.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.3,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1419,SEG-16,85.7,Pothole,7.9,0.6,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.2,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1420,SEG-05,77.7,Pothole,13.1,0.9,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.5,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1421,SEG-05,7.5,Pothole,7.6,0.6,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.6,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1422,SEG-16,37.9,Pothole,6.9,0.9,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.1,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1423,SEG-02,92.4,Intact / Minor Surface Wear,0.0,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.3,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-1424,SEG-05,52.1,Washout / Roadbed Erosion,63.4,51.2,24.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.0,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1425,SEG-13,49.7,Debris / Rockfall Deposit,7.2,27.7,17.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.6,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1426,SEG-09,102.0,Debris / Rockfall Deposit,9.4,30.9,29.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.2,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1427,SEG-14,53.7,Pothole,15.0,0.8,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.1,NERALIS-EdgeVision-v2.4,True,26.6,93.4
