stream_id,corridor_id,timestamp,incline_tilt_deg,pore_pressure_kpa,acoustic_emission_db,precipitation_rate_mmh,surface_displacement_mm,ambient_temp_c,warning_state
TEL-00188,SEG-14,2026-08-30T21:29:50.400214,3.982,21.5,25.5,0.2,2.07,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00189,SEG-08,2026-08-30T21:32:14.400214,4.052,35.0,67.5,38.3,16.69,28.8,CRITICAL_SLOPE_MOVEMENT
TEL-00190,SEG-11,2026-08-30T21:34:38.400214,2.326,56.8,43.3,24.0,10.66,15.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00191,SEG-04,2026-08-30T21:37:02.400214,3.378,76.5,58.1,38.5,16.52,24.0,CRITICAL_SLOPE_MOVEMENT
TEL-00192,SEG-03,2026-08-30T21:39:26.400214,2.578,77.7,31.3,28.8,14.69,15.2,CRITICAL_SLOPE_MOVEMENT
TEL-00193,SEG-13,2026-08-30T21:41:50.400214,1.749,40.5,37.0,4.4,7.05,22.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00194,SEG-06,2026-08-30T21:44:14.400214,0.509,69.9,71.6,23.2,10.63,24.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00195,SEG-08,2026-08-30T21:46:38.400214,1.998,35.8,64.8,11.7,5.37,28.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00196,SEG-09,2026-08-30T21:49:02.400214,2.896,70.1,66.1,2.5,9.06,28.3,CRITICAL_SLOPE_MOVEMENT
TEL-00197,SEG-01,2026-08-30T21:51:26.400214,3.263,48.8,77.6,22.1,17.12,17.1,CRITICAL_SLOPE_MOVEMENT
TEL-00198,SEG-05,2026-08-30T21:53:50.400214,2.557,70.7,35.9,6.3,0.52,25.8,CRITICAL_SLOPE_MOVEMENT
TEL-00199,SEG-14,2026-08-30T21:56:14.400214,0.126,42.8,67.2,4.4,14.2,23.0,CRITICAL_SLOPE_MOVEMENT
TEL-00200,SEG-15,2026-08-30T21:58:38.400214,3.729,44.5,65.3,34.2,10.71,25.6,CRITICAL_SLOPE_MOVEMENT
TEL-00201,SEG-11,2026-08-30T22:01:02.400214,4.051,82.4,28.9,14.9,11.79,15.7,CRITICAL_SLOPE_MOVEMENT
TEL-00202,SEG-07,2026-08-30T22:03:26.400214,2.535,20.1,72.5,27.6,7.02,28.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00203,SEG-04,2026-08-30T22:05:50.400214,3.215,24.4,61.6,11.7,0.05,26.4,CRITICAL_SLOPE_MOVEMENT
TEL-00204,SEG-04,2026-08-30T22:08:14.400214,4.051,29.5,77.8,39.7,3.93,26.5,CRITICAL_SLOPE_MOVEMENT
TEL-00205,SEG-04,2026-08-30T22:10:38.400214,1.406,67.5,74.3,20.2,14.61,26.5,CRITICAL_SLOPE_MOVEMENT
TEL-00206,SEG-01,2026-08-30T22:13:02.400214,0.677,28.2,40.9,33.0,15.85,22.8,CRITICAL_SLOPE_MOVEMENT
TEL-00207,SEG-05,2026-08-30T22:15:26.400214,1.986,81.7,46.6,21.5,7.68,14.7,CRITICAL_SLOPE_MOVEMENT
TEL-00208,SEG-16,2026-08-30T22:17:50.400214,0.36,38.1,31.4,9.4,18.17,26.1,CRITICAL_SLOPE_MOVEMENT
TEL-00209,SEG-08,2026-08-30T22:20:14.400214,0.486,45.9,63.6,26.1,4.7,21.3,STABLE_NOMINAL
TEL-00210,SEG-15,2026-08-30T22:22:38.400214,2.736,54.2,74.0,10.8,8.38,26.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00211,SEG-02,2026-08-30T22:25:02.400214,0.837,49.5,64.1,4.0,11.11,20.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00212,SEG-16,2026-08-30T22:27:26.400214,3.593,33.0,50.8,2.8,8.9,19.9,CRITICAL_SLOPE_MOVEMENT
TEL-00213,SEG-03,2026-08-30T22:29:50.400214,0.856,50.8,42.5,5.2,15.28,14.8,CRITICAL_SLOPE_MOVEMENT
TEL-00214,SEG-05,2026-08-30T22:32:14.400214,2.959,59.8,33.0,11.0,2.92,28.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00215,SEG-08,2026-08-30T22:34:38.400214,0.792,39.4,30.6,29.6,4.48,24.0,STABLE_NOMINAL
TEL-00216,SEG-12,2026-08-30T22:37:02.400214,3.759,53.5,55.8,7.5,0.49,14.4,CRITICAL_SLOPE_MOVEMENT
TEL-00217,SEG-02,2026-08-30T22:39:26.400214,3.558,47.7,76.2,36.9,11.62,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00218,SEG-14,2026-08-30T22:41:50.400214,2.332,57.9,42.7,20.3,5.86,17.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00219,SEG-06,2026-08-30T22:44:14.400214,3.488,79.3,28.9,26.2,0.67,22.7,CRITICAL_SLOPE_MOVEMENT
TEL-00220,SEG-10,2026-08-30T22:46:38.400214,3.086,64.8,30.1,25.0,4.97,26.3,CRITICAL_SLOPE_MOVEMENT
TEL-00221,SEG-11,2026-08-30T22:49:02.400214,0.58,72.4,56.1,8.6,6.42,23.4,CRITICAL_SLOPE_MOVEMENT
TEL-00222,SEG-13,2026-08-30T22:51:26.400214,0.479,16.6,68.7,31.7,2.54,27.1,STABLE_NOMINAL
TEL-00223,SEG-01,2026-08-30T22:53:50.400214,3.282,73.4,43.6,17.5,17.16,16.2,CRITICAL_SLOPE_MOVEMENT
TEL-00224,SEG-07,2026-08-30T22:56:14.400214,2.746,68.7,45.2,0.0,6.26,24.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00225,SEG-15,2026-08-30T22:58:38.400214,0.426,40.1,49.2,39.2,3.86,28.9,STABLE_NOMINAL
TEL-00226,SEG-03,2026-08-30T23:01:02.400214,0.862,62.3,75.0,10.4,14.46,19.3,CRITICAL_SLOPE_MOVEMENT
TEL-00227,SEG-15,2026-08-30T23:03:26.400214,3.823,69.2,69.5,35.0,0.59,27.4,CRITICAL_SLOPE_MOVEMENT
TEL-00228,SEG-10,2026-08-30T23:05:50.400214,1.617,70.5,77.5,13.1,12.1,20.7,CRITICAL_SLOPE_MOVEMENT
TEL-00229,SEG-14,2026-08-30T23:08:14.400214,3.084,59.4,61.1,34.4,7.36,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00230,SEG-13,2026-08-30T23:10:38.400214,3.211,43.8,62.1,44.7,9.38,20.1,CRITICAL_SLOPE_MOVEMENT
TEL-00231,SEG-10,2026-08-30T23:13:02.400214,3.358,37.0,62.8,40.0,0.9,20.4,CRITICAL_SLOPE_MOVEMENT
TEL-00232,SEG-07,2026-08-30T23:15:26.400214,3.931,84.7,51.9,6.6,18.13,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00233,SEG-10,2026-08-30T23:17:50.400214,1.773,31.5,63.7,12.4,10.78,26.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00234,SEG-06,2026-08-30T23:20:14.400214,1.337,62.8,71.6,37.4,7.54,17.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00235,SEG-04,2026-08-30T23:22:38.400214,0.946,15.9,56.3,39.8,7.56,18.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00236,SEG-12,2026-08-30T23:25:02.400214,1.534,37.5,39.1,35.2,3.71,28.7,STABLE_NOMINAL
TEL-00237,SEG-14,2026-08-30T23:27:26.400214,1.591,28.6,25.5,36.1,17.41,22.7,CRITICAL_SLOPE_MOVEMENT
TEL-00238,SEG-08,2026-08-30T23:29:50.400214,1.075,23.8,71.9,15.9,10.6,16.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00239,SEG-09,2026-08-30T23:32:14.400214,4.01,31.7,30.8,9.0,8.55,19.1,CRITICAL_SLOPE_MOVEMENT
TEL-00240,SEG-15,2026-08-30T23:34:38.400214,4.169,49.6,29.9,6.5,1.62,18.7,CRITICAL_SLOPE_MOVEMENT
TEL-00241,SEG-01,2026-08-30T23:37:02.400214,1.029,22.8,54.7,7.6,17.75,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00242,SEG-10,2026-08-30T23:39:26.400214,0.293,76.7,26.1,10.2,4.31,20.3,CRITICAL_SLOPE_MOVEMENT
TEL-00243,SEG-08,2026-08-30T23:41:50.400214,1.73,37.8,52.9,20.7,18.12,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00244,SEG-12,2026-08-30T23:44:14.400214,1.195,64.9,50.6,41.7,16.98,15.1,CRITICAL_SLOPE_MOVEMENT
TEL-00245,SEG-07,2026-08-30T23:46:38.400214,0.133,57.7,39.5,41.7,15.38,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00246,SEG-07,2026-08-30T23:49:02.400214,1.398,59.9,57.6,35.9,12.85,27.6,CRITICAL_SLOPE_MOVEMENT
TEL-00247,SEG-16,2026-08-30T23:51:26.400214,3.449,40.3,65.1,10.4,9.02,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00248,SEG-02,2026-08-30T23:53:50.400214,3.365,64.7,40.8,22.6,10.37,14.9,CRITICAL_SLOPE_MOVEMENT
TEL-00249,SEG-14,2026-08-30T23:56:14.400214,1.853,23.0,64.5,33.0,4.49,24.6,STABLE_NOMINAL
TEL-00250,SEG-02,2026-08-30T23:58:38.400214,3.63,25.0,54.0,22.1,2.15,25.3,CRITICAL_SLOPE_MOVEMENT
TEL-00251,SEG-16,2026-08-31T00:01:02.400214,2.859,26.7,66.1,2.6,16.24,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00252,SEG-10,2026-08-31T00:03:26.400214,0.703,35.0,29.7,0.1,5.82,25.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00253,SEG-03,2026-08-31T00:05:50.400214,2.934,65.8,56.9,10.2,3.59,26.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00254,SEG-02,2026-08-31T00:08:14.400214,2.645,75.0,34.0,32.2,11.9,15.0,CRITICAL_SLOPE_MOVEMENT
TEL-00255,SEG-06,2026-08-31T00:10:38.400214,0.809,68.1,69.6,29.8,11.27,25.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00256,SEG-08,2026-08-31T00:13:02.400214,1.067,72.9,37.6,0.8,10.7,19.2,CRITICAL_SLOPE_MOVEMENT
TEL-00257,SEG-04,2026-08-31T00:15:26.400214,2.075,80.2,68.4,42.5,14.26,26.5,CRITICAL_SLOPE_MOVEMENT
TEL-00258,SEG-13,2026-08-31T00:17:50.400214,1.29,34.5,54.5,18.5,9.47,23.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00259,SEG-15,2026-08-31T00:20:14.400214,2.878,57.7,34.0,44.9,0.34,25.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00260,SEG-08,2026-08-31T00:22:38.400214,2.347,33.5,77.3,40.8,13.87,17.0,CRITICAL_SLOPE_MOVEMENT
TEL-00261,SEG-06,2026-08-31T00:25:02.400214,0.42,53.7,67.8,23.4,3.78,25.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00262,SEG-14,2026-08-31T00:27:26.400214,2.865,27.7,36.7,6.1,0.55,17.4,STABLE_NOMINAL
TEL-00263,SEG-14,2026-08-31T00:29:50.400214,2.984,45.2,29.9,17.6,6.03,18.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00264,SEG-05,2026-08-31T00:32:14.400214,0.351,18.0,73.1,28.7,0.54,16.5,STABLE_NOMINAL
TEL-00265,SEG-14,2026-08-31T00:34:38.400214,0.615,58.7,64.6,44.7,7.72,25.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00266,SEG-05,2026-08-31T00:37:02.400214,0.313,43.6,68.5,12.6,7.84,14.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00267,SEG-12,2026-08-31T00:39:26.400214,1.597,25.1,27.3,22.2,6.6,17.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00268,SEG-12,2026-08-31T00:41:50.400214,0.748,41.4,49.8,6.1,10.29,18.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00269,SEG-01,2026-08-31T00:44:14.400214,1.739,25.3,50.8,43.0,14.24,26.9,CRITICAL_SLOPE_MOVEMENT
TEL-00270,SEG-06,2026-08-31T00:46:38.400214,3.602,66.6,32.6,42.9,3.85,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00271,SEG-15,2026-08-31T00:49:02.400214,1.555,75.9,67.0,10.2,6.78,16.5,CRITICAL_SLOPE_MOVEMENT
TEL-00272,SEG-08,2026-08-31T00:51:26.400214,2.027,29.7,74.0,1.2,8.19,18.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00273,SEG-10,2026-08-31T00:53:50.400214,2.075,16.7,26.8,29.1,2.16,21.8,STABLE_NOMINAL
TEL-00274,SEG-10,2026-08-31T00:56:14.400214,2.402,36.6,65.3,8.8,13.67,14.6,CRITICAL_SLOPE_MOVEMENT
TEL-00275,SEG-05,2026-08-31T00:58:38.400214,1.225,49.7,60.1,39.5,16.5,16.5,CRITICAL_SLOPE_MOVEMENT
TEL-00276,SEG-06,2026-08-31T01:01:02.400214,2.277,66.6,27.4,8.2,6.13,27.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00277,SEG-03,2026-08-31T01:03:26.400214,3.045,28.3,35.0,19.7,14.58,24.2,CRITICAL_SLOPE_MOVEMENT
TEL-00278,SEG-16,2026-08-31T01:05:50.400214,2.012,77.1,41.2,5.6,7.48,14.9,CRITICAL_SLOPE_MOVEMENT
TEL-00279,SEG-01,2026-08-31T01:08:14.400214,4.197,81.5,72.9,20.4,10.69,20.0,CRITICAL_SLOPE_MOVEMENT
TEL-00280,SEG-05,2026-08-31T01:10:38.400214,1.394,46.4,43.9,7.2,3.6,20.5,STABLE_NOMINAL
TEL-00281,SEG-11,2026-08-31T01:13:02.400214,2.605,41.9,52.4,11.1,4.84,17.7,STABLE_NOMINAL
TEL-00282,SEG-07,2026-08-31T01:15:26.400214,3.206,30.6,60.8,7.8,7.72,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00283,SEG-05,2026-08-31T01:17:50.400214,0.824,41.8,66.5,5.6,6.92,22.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00284,SEG-05,2026-08-31T01:20:14.400214,2.616,15.5,49.5,3.8,8.59,24.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00285,SEG-07,2026-08-31T01:22:38.400214,0.828,15.3,78.0,10.1,15.44,19.8,CRITICAL_SLOPE_MOVEMENT
TEL-00286,SEG-15,2026-08-31T01:25:02.400214,1.493,33.4,31.1,10.5,1.9,25.5,STABLE_NOMINAL
TEL-00287,SEG-03,2026-08-31T01:27:26.400214,3.631,21.6,67.3,31.1,3.9,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00288,SEG-12,2026-08-31T01:29:50.400214,2.539,71.8,32.4,14.4,2.02,27.5,CRITICAL_SLOPE_MOVEMENT
TEL-00289,SEG-07,2026-08-31T01:32:14.400214,1.174,20.6,50.6,28.0,7.19,22.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00290,SEG-14,2026-08-31T01:34:38.400214,2.884,39.2,75.7,21.8,13.69,25.1,CRITICAL_SLOPE_MOVEMENT
TEL-00291,SEG-02,2026-08-31T01:37:02.400214,3.934,39.1,32.5,28.0,16.79,23.0,CRITICAL_SLOPE_MOVEMENT
TEL-00292,SEG-15,2026-08-31T01:39:26.400214,2.891,67.4,31.7,25.3,11.62,14.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00293,SEG-12,2026-08-31T01:41:50.400214,2.56,16.7,68.8,26.5,0.14,28.9,STABLE_NOMINAL
TEL-00294,SEG-07,2026-08-31T01:44:14.400214,1.979,58.4,75.5,40.3,8.85,22.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00295,SEG-03,2026-08-31T01:46:38.400214,3.911,70.1,33.2,22.3,16.42,21.9,CRITICAL_SLOPE_MOVEMENT
TEL-00296,SEG-09,2026-08-31T01:49:02.400214,3.501,28.6,75.6,0.5,3.36,24.5,CRITICAL_SLOPE_MOVEMENT
TEL-00297,SEG-11,2026-08-31T01:51:26.400214,2.086,48.8,61.8,33.2,10.51,21.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00298,SEG-05,2026-08-31T01:53:50.400214,1.914,76.6,34.4,27.2,18.41,23.7,CRITICAL_SLOPE_MOVEMENT
TEL-00299,SEG-14,2026-08-31T01:56:14.400214,0.161,33.6,56.9,6.2,6.55,15.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00300,SEG-05,2026-08-31T01:58:38.400214,4.169,52.8,75.9,34.8,13.35,23.2,CRITICAL_SLOPE_MOVEMENT
TEL-00301,SEG-13,2026-08-31T02:01:02.400214,0.367,23.8,32.3,43.4,13.75,24.3,CRITICAL_SLOPE_MOVEMENT
TEL-00302,SEG-03,2026-08-31T02:03:26.400214,1.449,17.7,49.0,38.5,16.08,14.2,CRITICAL_SLOPE_MOVEMENT
TEL-00303,SEG-03,2026-08-31T02:05:50.400214,1.298,19.1,74.9,38.2,2.24,18.4,STABLE_NOMINAL
TEL-00304,SEG-05,2026-08-31T02:08:14.400214,3.894,53.4,75.3,6.8,12.58,16.4,CRITICAL_SLOPE_MOVEMENT
TEL-00305,SEG-16,2026-08-31T02:10:38.400214,3.412,58.7,45.0,32.8,11.86,18.1,CRITICAL_SLOPE_MOVEMENT
TEL-00306,SEG-07,2026-08-31T02:13:02.400214,1.872,16.3,41.0,3.5,7.5,24.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00307,SEG-09,2026-08-31T02:15:26.400214,3.866,49.7,50.4,35.2,6.58,28.6,CRITICAL_SLOPE_MOVEMENT
TEL-00308,SEG-16,2026-08-31T02:17:50.400214,3.271,63.3,66.9,14.3,15.2,20.5,CRITICAL_SLOPE_MOVEMENT
TEL-00309,SEG-14,2026-08-31T02:20:14.400214,0.966,75.1,43.2,27.5,15.4,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00310,SEG-11,2026-08-31T02:22:38.400214,3.466,41.5,34.9,32.1,7.33,21.3,CRITICAL_SLOPE_MOVEMENT
TEL-00311,SEG-10,2026-08-31T02:25:02.400214,2.496,41.6,47.4,24.5,8.01,17.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00312,SEG-03,2026-08-31T02:27:26.400214,1.255,78.9,71.0,33.4,16.02,24.7,CRITICAL_SLOPE_MOVEMENT
TEL-00313,SEG-12,2026-08-31T02:29:50.400214,2.665,70.9,68.2,24.9,15.6,22.1,CRITICAL_SLOPE_MOVEMENT
TEL-00314,SEG-03,2026-08-31T02:32:14.400214,1.905,55.4,32.8,10.6,9.49,28.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00315,SEG-10,2026-08-31T02:34:38.400214,1.221,73.4,69.6,19.7,1.32,27.8,CRITICAL_SLOPE_MOVEMENT
TEL-00316,SEG-13,2026-08-31T02:37:02.400214,0.491,37.4,28.0,26.0,4.95,24.9,STABLE_NOMINAL
TEL-00317,SEG-04,2026-08-31T02:39:26.400214,1.475,30.8,73.3,20.2,15.44,27.7,CRITICAL_SLOPE_MOVEMENT
TEL-00318,SEG-15,2026-08-31T02:41:50.400214,0.263,79.0,60.6,26.4,1.36,22.6,CRITICAL_SLOPE_MOVEMENT
TEL-00319,SEG-11,2026-08-31T02:44:14.400214,4.059,76.1,76.3,8.5,10.29,24.5,CRITICAL_SLOPE_MOVEMENT
TEL-00320,SEG-16,2026-08-31T02:46:38.400214,3.364,49.5,68.6,15.6,7.44,24.0,CRITICAL_SLOPE_MOVEMENT
TEL-00321,SEG-07,2026-08-31T02:49:02.400214,1.712,37.0,44.2,1.8,0.84,18.2,STABLE_NOMINAL
TEL-00322,SEG-15,2026-08-31T02:51:26.400214,0.422,35.9,26.5,17.3,11.29,25.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00323,SEG-04,2026-08-31T02:53:50.400214,2.887,43.3,36.2,22.3,2.42,27.1,STABLE_NOMINAL
TEL-00324,SEG-13,2026-08-31T02:56:14.400214,2.178,21.3,47.3,42.1,5.06,15.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00325,SEG-04,2026-08-31T02:58:38.400214,2.33,18.0,72.7,35.0,14.32,14.3,CRITICAL_SLOPE_MOVEMENT
TEL-00326,SEG-16,2026-08-31T03:01:02.400214,0.345,44.9,39.4,27.1,16.84,28.8,CRITICAL_SLOPE_MOVEMENT
TEL-00327,SEG-06,2026-08-31T03:03:26.400214,3.379,36.5,28.8,36.5,13.88,22.7,CRITICAL_SLOPE_MOVEMENT
TEL-00328,SEG-16,2026-08-31T03:05:50.400214,3.76,73.5,74.4,4.6,6.59,22.6,CRITICAL_SLOPE_MOVEMENT
TEL-00329,SEG-09,2026-08-31T03:08:14.400214,1.683,30.4,74.3,12.5,6.05,27.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00330,SEG-15,2026-08-31T03:10:38.400214,2.247,41.7,76.9,6.4,18.29,17.1,CRITICAL_SLOPE_MOVEMENT
TEL-00331,SEG-12,2026-08-31T03:13:02.400214,0.437,48.1,72.9,5.8,5.21,21.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00332,SEG-13,2026-08-31T03:15:26.400214,2.997,75.5,26.0,20.1,18.0,16.2,CRITICAL_SLOPE_MOVEMENT
TEL-00333,SEG-03,2026-08-31T03:17:50.400214,0.951,81.0,34.5,34.9,6.2,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00334,SEG-14,2026-08-31T03:20:14.400214,4.022,78.6,76.6,43.7,17.05,18.5,CRITICAL_SLOPE_MOVEMENT
TEL-00335,SEG-01,2026-08-31T03:22:38.400214,3.643,41.2,39.0,25.8,13.88,22.7,CRITICAL_SLOPE_MOVEMENT
TEL-00336,SEG-14,2026-08-31T03:25:02.400214,0.568,83.3,41.3,20.5,0.48,27.4,CRITICAL_SLOPE_MOVEMENT
TEL-00337,SEG-06,2026-08-31T03:27:26.400214,3.587,55.9,73.3,25.6,15.69,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00338,SEG-12,2026-08-31T03:29:50.400214,0.666,58.4,34.1,3.1,15.18,26.3,CRITICAL_SLOPE_MOVEMENT
TEL-00339,SEG-10,2026-08-31T03:32:14.400214,3.473,76.0,40.1,15.4,18.31,28.8,CRITICAL_SLOPE_MOVEMENT
TEL-00340,SEG-15,2026-08-31T03:34:38.400214,3.035,39.7,47.1,8.5,0.55,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00341,SEG-05,2026-08-31T03:37:02.400214,0.692,24.0,32.3,30.6,13.33,16.9,CRITICAL_SLOPE_MOVEMENT
TEL-00342,SEG-15,2026-08-31T03:39:26.400214,1.704,44.1,67.9,28.9,1.67,28.8,STABLE_NOMINAL
TEL-00343,SEG-02,2026-08-31T03:41:50.400214,0.637,30.4,63.2,4.0,0.92,16.5,STABLE_NOMINAL
TEL-00344,SEG-01,2026-08-31T03:44:14.400214,1.14,27.7,59.8,16.8,6.41,17.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00345,SEG-14,2026-08-31T03:46:38.400214,1.439,72.1,36.4,28.6,8.83,19.2,CRITICAL_SLOPE_MOVEMENT
TEL-00346,SEG-11,2026-08-31T03:49:02.400214,2.26,21.0,59.4,22.4,11.99,26.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00347,SEG-16,2026-08-31T03:51:26.400214,2.095,61.5,71.6,4.7,7.34,18.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00348,SEG-05,2026-08-31T03:53:50.400214,1.39,34.3,53.8,20.2,4.41,17.9,STABLE_NOMINAL
TEL-00349,SEG-04,2026-08-31T03:56:14.400214,0.716,62.3,30.6,5.8,1.48,21.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00350,SEG-05,2026-08-31T03:58:38.400214,0.827,37.7,28.1,31.2,3.0,19.8,STABLE_NOMINAL
TEL-00351,SEG-11,2026-08-31T04:01:02.400214,2.263,45.3,55.8,36.6,14.09,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00352,SEG-03,2026-08-31T04:03:26.400214,1.176,29.4,40.4,22.6,0.6,18.8,STABLE_NOMINAL
TEL-00353,SEG-05,2026-08-31T04:05:50.400214,1.385,84.3,42.8,8.0,12.26,17.5,CRITICAL_SLOPE_MOVEMENT
TEL-00354,SEG-07,2026-08-31T04:08:14.400214,2.273,70.8,77.7,30.0,15.03,17.8,CRITICAL_SLOPE_MOVEMENT
TEL-00355,SEG-08,2026-08-31T04:10:38.400214,1.594,20.4,46.4,1.1,10.91,27.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00356,SEG-01,2026-08-31T04:13:02.400214,3.86,77.8,39.2,20.5,1.93,24.5,CRITICAL_SLOPE_MOVEMENT
TEL-00357,SEG-10,2026-08-31T04:15:26.400214,1.929,18.0,34.8,18.3,1.58,27.8,STABLE_NOMINAL
TEL-00358,SEG-01,2026-08-31T04:17:50.400214,3.634,31.0,65.5,6.9,11.63,18.4,CRITICAL_SLOPE_MOVEMENT
TEL-00359,SEG-07,2026-08-31T04:20:14.400214,2.663,16.9,35.7,11.9,7.19,24.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00360,SEG-15,2026-08-31T04:22:38.400214,0.856,44.1,35.9,13.8,2.82,17.5,STABLE_NOMINAL
TEL-00361,SEG-02,2026-08-31T04:25:02.400214,4.13,81.2,69.7,21.5,7.88,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00362,SEG-02,2026-08-31T04:27:26.400214,1.383,46.7,44.7,20.4,17.71,22.1,CRITICAL_SLOPE_MOVEMENT
TEL-00363,SEG-07,2026-08-31T04:29:50.400214,2.018,77.0,76.5,28.7,6.01,18.4,CRITICAL_SLOPE_MOVEMENT
TEL-00364,SEG-04,2026-08-31T04:32:14.400214,1.278,78.6,55.6,38.2,11.48,28.8,CRITICAL_SLOPE_MOVEMENT
TEL-00365,SEG-05,2026-08-31T04:34:38.400214,3.017,59.3,35.9,30.3,6.16,27.3,CRITICAL_SLOPE_MOVEMENT
TEL-00366,SEG-05,2026-08-31T04:37:02.400214,3.348,43.1,55.2,2.6,10.65,23.2,CRITICAL_SLOPE_MOVEMENT
TEL-00367,SEG-03,2026-08-31T04:39:26.400214,2.892,81.6,32.2,4.4,16.9,19.5,CRITICAL_SLOPE_MOVEMENT
TEL-00368,SEG-05,2026-08-31T04:41:50.400214,0.541,42.5,37.6,19.9,1.3,21.5,STABLE_NOMINAL
TEL-00369,SEG-14,2026-08-31T04:44:14.400214,1.715,40.4,25.5,34.4,0.17,21.6,STABLE_NOMINAL
TEL-00370,SEG-09,2026-08-31T04:46:38.400214,2.992,22.7,51.3,3.4,18.23,21.3,CRITICAL_SLOPE_MOVEMENT
TEL-00371,SEG-04,2026-08-31T04:49:02.400214,1.437,57.2,54.9,17.7,0.79,23.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00372,SEG-04,2026-08-31T04:51:26.400214,1.871,33.8,54.0,32.0,8.0,20.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00373,SEG-15,2026-08-31T04:53:50.400214,2.877,72.4,44.7,27.2,10.15,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00374,SEG-15,2026-08-31T04:56:14.400214,0.223,36.6,52.7,18.8,7.09,24.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00375,SEG-05,2026-08-31T04:58:38.400214,1.102,72.0,42.3,27.1,14.3,21.5,CRITICAL_SLOPE_MOVEMENT
TEL-00376,SEG-07,2026-08-31T05:01:02.400214,2.829,21.8,67.7,23.4,11.02,21.1,WARNING_ELEVATED_PORE_PRESSURE
