event_id,corridor_id,corridor_name,state,latitude,longitude,elevation_m,slope_gradient_deg,terrain_ruggedness_index,rock_type,drainage_condition,daily_traffic_pcu,event_year,event_month,event_day,rainfall_24h_mm,rainfall_72h_mm,seasonal_rainfall_mm,annual_rainfall_mm,soil_moisture_pct,pore_water_pressure_kpa,vegetation_cover_pct,disruption_severity,disruption_binary,clearance_duration_hours,economic_loss_lakhs
EVT-NER-2023-10310,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.8275,95.0428,459.6,41.9,0.822,Limestone Karst,WELL_DRAINED_BERM,1603,2023,7,23,137.9,291.2,1650.0,2200,87.9,114.2,43.6,HIGH,1,83.7,396.7
EVT-NER-2021-10311,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.2987,92.7774,950.9,43.6,0.997,Sedimentary Sandstone,WELL_DRAINED_BERM,3465,2021,2,28,8.3,14.0,2100.0,2800,20.8,6.2,28.9,LOW,0,0.0,0.0
EVT-NER-2023-10312,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.3404,92.4513,1781.8,39.4,0.961,Limestone Karst,POOR_GULLY,3354,2023,7,10,181.4,433.7,1800.0,2400,99.8,138.3,57.0,HIGH,1,58.9,277.8
EVT-NER-2026-10313,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.5898,93.7925,993.5,46.0,0.997,Limestone Karst,MODERATE_NATURAL,4038,2026,9,13,137.8,332.2,1575.0,2100,95.0,119.5,65.2,HIGH,1,93.4,429.8
EVT-NER-2019-10314,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.1965,92.9466,904.0,54.4,0.861,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,3476,2019,9,11,50.7,150.9,2100.0,2800,69.6,69.9,64.6,HIGH,1,27.2,185.6
EVT-NER-2020-10315,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.1175,92.1547,86.8,8.9,0.51,Limestone Karst,CRITICAL_BLOCKED_CULVERT,17593,2020,9,18,86.9,256.6,1575.0,2100,75.4,87.0,81.2,MEDIUM,1,18.4,57.4
EVT-NER-2018-10316,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.2243,92.4658,735.6,54.6,1.0,Sedimentary Sandstone,POOR_GULLY,8075,2018,10,13,30.2,80.7,2850.0,3800,59.1,54.9,76.9,MEDIUM,1,8.7,33.8
EVT-NER-2023-10317,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5006,88.4934,1893.4,50.9,0.999,Alluvial Silt,MODERATE_NATURAL,1301,2023,4,13,21.1,27.2,2325.0,3100,23.4,7.0,77.4,MEDIUM,1,6.5,18.8
EVT-NER-2020-10318,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.161,92.2671,50,15.0,0.437,Quartzite,WELL_DRAINED_BERM,15666,2020,4,22,11.4,18.6,1575.0,2100,21.7,6.5,52.3,LOW,0,0.0,0.0
EVT-NER-2026-10319,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.5177,93.3774,50,9.0,0.387,Quartzite,CRITICAL_BLOCKED_CULVERT,7987,2026,4,12,17.8,21.6,1612.5,2150,22.3,6.7,27.3,LOW,0,0.0,0.0
EVT-NER-2023-10320,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.054,92.9191,991.6,53.0,0.97,Quartzite,POOR_GULLY,3095,2023,9,23,83.1,217.8,2100.0,2800,79.3,88.6,62.8,HIGH,1,85.7,397.5
EVT-NER-2018-10321,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.0532,92.1362,306.5,24.0,0.553,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,6215,2018,5,25,8.8,15.7,1537.5,2050,21.1,6.3,66.7,LOW,0,0.0,0.0
EVT-NER-2022-10322,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.1007,92.0155,327.6,27.3,0.6,Quartzite,POOR_GULLY,8400,2022,9,19,84.5,177.4,1537.5,2050,67.6,80.3,41.7,MEDIUM,1,6.7,23.3
EVT-NER-2018-10323,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.923,93.5217,844.8,41.2,0.838,Gneiss & Schist,POOR_GULLY,3053,2018,5,6,19.6,23.3,1725.0,2300,22.7,6.8,30.1,LOW,0,0.0,0.0
EVT-NER-2020-10324,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.5911,92.0214,3810.0,54.9,0.934,Limestone Karst,CRITICAL_BLOCKED_CULVERT,2051,2020,12,14,18.4,23.5,1650.0,2200,22.7,6.8,32.0,MEDIUM,1,7.4,26.5
EVT-NER-2025-10325,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.1201,92.2051,177.5,19.7,0.585,Alluvial Silt,WELL_DRAINED_BERM,7847,2025,12,18,10.9,13.4,1537.5,2050,20.7,6.2,82.7,LOW,0,0.0,0.0
EVT-NER-2019-10326,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.8869,91.8595,1079.5,40.0,0.794,Limestone Karst,WELL_DRAINED_BERM,11283,2019,11,12,6.7,7.2,2175.0,2900,19.4,5.8,65.5,LOW,0,0.0,0.0
EVT-NER-2021-10327,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7343,93.9318,1027.9,40.2,0.856,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,4201,2021,7,11,49.7,126.0,1575.0,2100,62.7,64.4,27.0,MEDIUM,1,16.4,40.3
EVT-NER-2019-10328,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2569,93.909,1314.1,42.6,0.851,Limestone Karst,MODERATE_NATURAL,4387,2019,1,3,24.2,41.5,1350.0,1800,26.3,7.9,53.0,MEDIUM,1,22.7,62.3
EVT-NER-2024-10329,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.6986,93.3222,874.3,41.4,0.863,Sedimentary Sandstone,MODERATE_NATURAL,3194,2024,8,9,41.4,130.3,1725.0,2300,63.7,62.3,54.5,MEDIUM,1,22.6,61.6
EVT-NER-2025-10330,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.7794,93.9842,1026.6,38.2,0.821,Limestone Karst,CRITICAL_BLOCKED_CULVERT,6208,2025,10,25,36.6,76.3,1462.5,1950,54.8,53.9,26.1,MEDIUM,1,14.0,44.2
EVT-NER-2018-10331,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.24,92.2414,118.7,13.2,0.52,Limestone Karst,POOR_GULLY,15124,2018,8,5,123.2,310.9,1575.0,2100,84.5,106.5,25.2,HIGH,1,115.3,520.4
EVT-NER-2019-10332,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.2346,92.8202,1018.1,54.4,0.865,Shale & Siltstone,WELL_DRAINED_BERM,3883,2019,8,11,131.6,414.9,2100.0,2800,99.8,120.9,42.4,HIGH,1,38.7,210.9
EVT-NER-2021-10333,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5592,88.5378,1871.2,57.9,1.0,Limestone Karst,MODERATE_NATURAL,1428,2021,9,4,56.6,126.3,2325.0,3100,66.7,69.8,28.8,HIGH,1,73.1,324.3
EVT-NER-2018-10334,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.8363,94.8128,469.5,40.3,0.807,Quartzite,MODERATE_NATURAL,2153,2018,6,11,117.1,329.5,1650.0,2200,93.3,111.0,39.0,HIGH,1,25.3,172.6
EVT-NER-2018-10335,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.1028,92.8946,863.6,49.9,0.995,Quartzite,MODERATE_NATURAL,3998,2018,10,2,185.9,393.5,2100.0,2800,99.8,139.9,28.8,HIGH,1,101.4,418.3
EVT-NER-2019-10336,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.8135,94.0247,989.6,44.5,0.996,Gneiss & Schist,POOR_GULLY,4907,2019,4,11,14.4,16.0,1575.0,2100,21.2,6.4,45.1,LOW,0,0.0,0.0
EVT-NER-2022-10337,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.3189,92.436,1859.7,51.0,0.837,Quartzite,WELL_DRAINED_BERM,3334,2022,9,6,49.0,147.8,1800.0,2400,68.4,68.5,25.9,HIGH,1,67.7,282.7
EVT-NER-2019-10338,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.7749,94.0422,1193.1,41.7,0.813,Alluvial Silt,MODERATE_NATURAL,6599,2019,5,10,16.0,22.7,1462.5,1950,22.5,6.8,61.6,LOW,0,0.0,0.0
EVT-NER-2020-10339,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.7882,91.9648,937.0,28.1,0.778,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,13308,2020,5,3,2.9,4.1,2175.0,2900,18.8,5.6,84.2,LOW,0,0.0,0.0
EVT-NER-2025-10340,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.6529,93.7881,1019.2,49.6,0.995,Limestone Karst,POOR_GULLY,3791,2025,11,7,11.9,13.6,1575.0,2100,20.7,6.2,46.9,MEDIUM,1,8.2,26.0
EVT-NER-2018-10341,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.6528,95.0356,561.3,30.6,0.843,Sedimentary Sandstone,WELL_DRAINED_BERM,1689,2018,6,18,167.1,453.0,1650.0,2200,99.8,133.3,65.6,HIGH,1,51.2,274.1
EVT-NER-2021-10342,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.36,92.8574,1238.4,43.2,0.809,Quartzite,WELL_DRAINED_BERM,2288,2021,9,28,112.8,254.9,1912.5,2550,82.7,101.5,47.4,HIGH,1,64.7,284.5
EVT-NER-2022-10343,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.1577,88.3479,584.1,54.9,0.953,Sedimentary Sandstone,MODERATE_NATURAL,10282,2022,7,2,62.5,150.8,2550.0,3400,69.7,74.2,63.3,HIGH,1,80.4,342.4
EVT-NER-2019-10344,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.8287,93.7949,938.4,46.5,0.842,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,4578,2019,10,16,111.3,339.1,1575.0,2100,96.1,111.0,38.3,HIGH,1,112.6,519.1
EVT-NER-2024-10345,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.25,92.1213,81.4,11.5,0.5,Alluvial Silt,MODERATE_NATURAL,12142,2024,1,16,17.4,18.8,1575.0,2100,21.8,6.5,70.2,LOW,0,0.0,0.0
EVT-NER-2021-10346,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.6443,93.2772,101.9,6.3,0.383,Shale & Siltstone,WELL_DRAINED_BERM,9885,2021,8,8,193.0,559.1,1612.5,2150,99.8,142.4,33.3,HIGH,1,89.7,378.8
EVT-NER-2025-10347,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.1382,88.4455,722.7,50.4,0.927,Quartzite,MODERATE_NATURAL,10274,2025,1,28,18.8,29.3,2550.0,3400,23.9,7.2,29.9,MEDIUM,1,21.6,61.4
EVT-NER-2026-10348,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.8664,91.7633,941.4,36.7,0.798,Shale & Siltstone,MODERATE_NATURAL,9657,2026,11,12,4.4,6.4,2175.0,2900,19.3,5.8,45.1,LOW,0,0.0,0.0
EVT-NER-2025-10349,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.3713,92.4809,1938.3,48.7,0.881,Alluvial Silt,CRITICAL_BLOCKED_CULVERT,2391,2025,12,19,22.4,31.4,1800.0,2400,24.3,7.3,47.4,MEDIUM,1,13.0,39.8
EVT-NER-2025-10350,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2699,92.3577,1905.2,49.2,0.981,Shale & Siltstone,MODERATE_NATURAL,3483,2025,11,27,20.2,35.4,1800.0,2400,25.1,7.5,52.5,MEDIUM,1,5.6,30.2
EVT-NER-2019-10351,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.2591,92.1489,298.7,23.3,0.6,Quartzite,MODERATE_NATURAL,7194,2019,8,4,85.7,271.1,1537.5,2050,80.8,90.6,50.2,HIGH,1,93.2,380.7
EVT-NER-2019-10352,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2842,94.0634,1252.9,34.8,0.863,Limestone Karst,WELL_DRAINED_BERM,4829,2019,7,27,92.0,249.5,1350.0,1800,80.1,92.3,59.0,HIGH,1,109.6,462.9
EVT-NER-2021-10353,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.9037,93.3445,751.1,49.4,0.909,Gneiss & Schist,MODERATE_NATURAL,3768,2021,8,25,60.6,160.1,1725.0,2300,69.9,73.6,66.6,HIGH,1,86.0,362.5
EVT-NER-2019-10354,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.6079,93.8081,866.1,47.9,0.846,Sedimentary Sandstone,WELL_DRAINED_BERM,4797,2019,8,19,90.2,217.6,1575.0,2100,78.2,90.2,34.8,HIGH,1,48.8,274.9
EVT-NER-2025-10355,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.4168,88.721,1986.5,56.1,1.0,Quartzite,MODERATE_NATURAL,1623,2025,4,11,7.4,12.7,2325.0,3100,20.5,6.1,68.7,MEDIUM,1,22.4,57.1
EVT-NER-2025-10356,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2753,92.3624,1850.4,49.8,0.901,Limestone Karst,MODERATE_NATURAL,3081,2025,2,22,2.3,2.4,1800.0,2400,18.5,5.5,38.3,LOW,0,0.0,0.0
EVT-NER-2021-10357,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.7836,93.5015,701.8,43.2,0.841,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,3132,2021,10,28,90.4,246.4,1725.0,2300,81.5,92.8,68.0,HIGH,1,61.6,286.1
EVT-NER-2022-10358,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2923,91.9963,157.0,12.2,0.529,Limestone Karst,WELL_DRAINED_BERM,16354,2022,8,15,182.7,428.7,1575.0,2100,99.8,138.8,49.9,HIGH,1,103.2,459.0
EVT-NER-2021-10359,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.3798,92.238,3889.0,47.2,0.966,Quartzite,WELL_DRAINED_BERM,2015,2021,10,11,203.7,508.7,1650.0,2200,99.8,146.1,70.3,HIGH,1,32.0,159.6
EVT-NER-2022-10360,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.6179,88.6804,1926.0,56.8,0.984,Sedimentary Sandstone,CRITICAL_BLOCKED_CULVERT,1722,2022,6,27,35.1,70.3,2325.0,3100,58.0,55.8,75.1,MEDIUM,1,13.5,43.2
EVT-NER-2024-10361,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.0858,92.0832,328.6,16.9,0.619,Sedimentary Sandstone,WELL_DRAINED_BERM,8792,2024,7,1,140.4,376.1,1537.5,2050,95.1,120.5,74.1,HIGH,1,56.1,289.5
EVT-NER-2022-10362,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.1259,92.2335,50,8.3,0.414,Sedimentary Sandstone,POOR_GULLY,13491,2022,6,5,109.7,339.5,1575.0,2100,87.8,104.2,56.8,HIGH,1,113.5,492.3
EVT-NER-2019-10363,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.7468,93.8949,1211.2,43.2,0.823,Quartzite,CRITICAL_BLOCKED_CULVERT,6320,2019,7,18,162.6,395.9,1462.5,1950,99.8,131.8,25.8,HIGH,1,70.9,320.5
EVT-NER-2024-10364,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.0954,92.851,1067.9,52.1,0.939,Quartzite,POOR_GULLY,3358,2024,7,4,161.0,506.0,2100.0,2800,99.8,131.2,80.0,HIGH,1,29.9,147.8
EVT-NER-2025-10365,SEG-01,NH-27 Guwahati-Nagaon Corridor,Assam,26.2751,92.2369,124.4,16.7,0.425,Shale & Siltstone,MODERATE_NATURAL,12439,2025,8,5,164.9,335.5,1575.0,2100,89.0,124.5,66.7,HIGH,1,88.2,381.7
EVT-NER-2020-10366,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.2289,93.9035,1154.7,36.8,0.829,Limestone Karst,POOR_GULLY,4853,2020,4,23,4.9,5.0,1350.0,1800,19.0,5.7,79.5,LOW,0,0.0,0.0
EVT-NER-2019-10367,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.629,91.7671,1000.4,36.2,0.772,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,13741,2019,6,25,157.4,320.3,2175.0,2900,91.0,123.3,45.9,HIGH,1,34.4,190.8
EVT-NER-2026-10368,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7434,93.7342,874.2,42.7,0.885,Limestone Karst,POOR_GULLY,5593,2026,6,27,201.3,532.3,1575.0,2100,99.8,145.3,80.2,HIGH,1,104.8,456.5
EVT-NER-2025-10369,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.9004,94.0944,1106.0,39.2,0.845,Alluvial Silt,POOR_GULLY,5582,2025,6,6,174.7,415.3,1462.5,1950,99.8,136.0,54.7,HIGH,1,54.8,253.4
EVT-NER-2019-10370,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.6851,91.9101,928.0,41.7,0.811,Alluvial Silt,MODERATE_NATURAL,13278,2019,6,13,135.2,317.5,2175.0,2900,91.8,116.2,78.7,HIGH,1,99.8,470.0
EVT-NER-2020-10371,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,26.9816,88.4614,714.6,44.2,0.903,Shale & Siltstone,MODERATE_NATURAL,7379,2020,9,22,106.1,287.4,2550.0,3400,87.8,103.0,83.5,HIGH,1,52.5,266.1
EVT-NER-2019-10372,SEG-13,North Sikkim Highway Gangtok-Mangan-Chungthang,Sikkim,27.5197,88.6594,2041.5,57.3,1.0,Sedimentary Sandstone,WELL_DRAINED_BERM,1540,2019,9,24,182.2,570.6,2325.0,3100,99.8,138.6,82.0,HIGH,1,118.7,511.9
EVT-NER-2025-10373,SEG-05,NH-13 Bomdila-Sela Pass-Tawang,Arunachal Pradesh,27.5092,92.1385,3733.7,47.4,0.908,Gneiss & Schist,WELL_DRAINED_BERM,1929,2025,8,16,43.0,121.0,1650.0,2200,63.6,62.8,44.6,MEDIUM,1,10.1,35.6
EVT-NER-2026-10374,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.0306,92.4086,842.6,45.7,0.915,Shale & Siltstone,WELL_DRAINED_BERM,8133,2026,12,15,21.5,30.9,2850.0,3800,24.2,7.3,32.1,MEDIUM,1,13.0,45.1
EVT-NER-2025-10375,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.7978,95.0338,661.2,31.3,0.769,Shale & Siltstone,WELL_DRAINED_BERM,2084,2025,7,18,89.4,220.5,1650.0,2200,75.0,87.5,66.1,HIGH,1,76.4,348.6
EVT-NER-2026-10376,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.8273,93.9133,1169.1,42.7,0.826,Gneiss & Schist,CRITICAL_BLOCKED_CULVERT,5167,2026,8,16,41.7,112.9,1462.5,1950,61.3,60.6,69.5,MEDIUM,1,4.5,27.8
EVT-NER-2024-10377,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.4236,92.6069,1281.1,38.3,0.85,Sedimentary Sandstone,POOR_GULLY,2474,2024,8,12,46.1,130.3,1912.5,2550,63.0,63.4,26.2,MEDIUM,1,10.5,34.0
EVT-NER-2026-10378,SEG-14,NH-715 Jorhat-Kaziranga Floodway,Assam,26.6588,93.4264,228.4,7.3,0.332,Shale & Siltstone,MODERATE_NATURAL,9321,2026,3,1,14.3,23.5,1612.5,2150,22.7,6.8,55.2,LOW,0,0.0,0.0
EVT-NER-2020-10379,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.3605,92.7806,1463.5,36.1,0.936,Sedimentary Sandstone,WELL_DRAINED_BERM,3021,2020,8,14,70.7,163.9,1912.5,2550,67.5,75.4,62.5,HIGH,1,115.7,514.9
EVT-NER-2023-10380,SEG-04,NH-13 Bhalukpong-Bomdila Trans-Arunachal,Arunachal Pradesh,27.2693,92.3981,1836.8,39.1,0.962,Limestone Karst,CRITICAL_BLOCKED_CULVERT,2581,2023,10,26,125.9,297.1,1800.0,2400,88.2,110.2,49.1,HIGH,1,81.7,367.2
EVT-NER-2018-10381,SEG-06,NH-29 Dimapur-Kohima Hill Section,Nagaland,25.706,93.9498,1165.2,43.5,0.93,Quartzite,WELL_DRAINED_BERM,6591,2018,10,28,80.9,223.7,1462.5,1950,78.1,86.9,68.6,HIGH,1,24.1,130.6
EVT-NER-2020-10382,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.7306,94.8956,647.6,29.9,0.733,Limestone Karst,MODERATE_NATURAL,1739,2020,8,28,108.4,323.9,1650.0,2200,90.2,105.6,61.1,HIGH,1,59.4,258.7
EVT-NER-2018-10383,SEG-07,NH-2 Kohima-Imphal Lifeline Corridor,Manipur,25.1456,94.1674,1255.5,42.7,0.792,Sedimentary Sandstone,MODERATE_NATURAL,5231,2018,8,15,81.8,166.5,1350.0,1800,69.4,80.7,27.5,HIGH,1,91.7,428.2
EVT-NER-2019-10384,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.6191,92.0165,1074.2,37.4,0.882,Gneiss & Schist,MODERATE_NATURAL,9524,2019,8,28,105.4,317.0,2175.0,2900,90.8,105.0,69.1,HIGH,1,113.2,491.7
EVT-NER-2025-10385,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.6867,93.542,762.3,44.2,0.872,Alluvial Silt,MODERATE_NATURAL,2767,2025,2,20,18.7,22.2,1725.0,2300,22.4,6.7,35.5,MEDIUM,1,23.4,60.7
EVT-NER-2018-10386,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.9346,93.3949,785.9,45.6,0.964,Sedimentary Sandstone,WELL_DRAINED_BERM,3590,2018,8,23,197.1,615.8,1725.0,2300,99.8,143.8,74.3,HIGH,1,20.1,169.1
EVT-NER-2018-10387,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.7658,91.8228,1089.6,33.1,0.87,Alluvial Silt,WELL_DRAINED_BERM,8999,2018,7,9,53.2,161.7,2175.0,2900,66.5,68.5,82.6,MEDIUM,1,22.6,66.2
EVT-NER-2019-10388,SEG-10,NH-8 Silchar-Agartala Highway,Tripura,24.1392,92.2578,120.1,22.1,0.551,Shale & Siltstone,CRITICAL_BLOCKED_CULVERT,8448,2019,12,8,20.3,30.8,1537.5,2050,24.2,7.3,74.4,LOW,0,0.0,0.0
EVT-NER-2025-10389,SEG-16,Haflong-Silchar Hill Track (Dima Hasao),Assam,25.2452,92.963,1065.1,52.5,0.962,Quartzite,CRITICAL_BLOCKED_CULVERT,3413,2025,12,11,12.7,16.3,2100.0,2800,21.3,6.4,26.6,MEDIUM,1,5.0,25.1
EVT-NER-2020-10390,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.6917,94.9727,467.7,32.5,0.814,Gneiss & Schist,WELL_DRAINED_BERM,2197,2020,7,21,175.8,488.6,1650.0,2200,99.8,136.4,44.2,HIGH,1,66.8,330.3
EVT-NER-2020-10391,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.7345,93.3253,771.9,41.5,0.87,Shale & Siltstone,POOR_GULLY,3889,2020,8,26,188.6,506.3,1725.0,2300,99.8,140.9,63.8,HIGH,1,81.9,399.7
EVT-NER-2021-10392,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.7203,94.9287,505.0,30.2,0.759,Limestone Karst,WELL_DRAINED_BERM,2181,2021,7,2,210.0,449.6,1650.0,2200,99.8,148.3,80.7,HIGH,1,102.4,448.7
EVT-NER-2021-10393,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7939,93.8446,927.8,42.9,0.874,Gneiss & Schist,WELL_DRAINED_BERM,4053,2021,8,10,186.6,535.9,1575.0,2100,99.8,140.2,72.5,HIGH,1,20.9,172.7
EVT-NER-2025-10394,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7753,93.8674,822.6,41.9,0.892,Limestone Karst,WELL_DRAINED_BERM,5146,2025,3,19,17.3,26.8,1575.0,2100,23.4,7.0,69.2,LOW,0,0.0,0.0
EVT-NER-2019-10395,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.7499,93.3705,907.1,50.0,0.96,Limestone Karst,POOR_GULLY,2567,2019,6,2,213.8,581.1,1725.0,2300,99.8,149.7,55.3,HIGH,1,56.9,309.6
EVT-NER-2020-10396,SEG-12,NH-10 Sevoke-Teesta Valley-Gangtok,Sikkim,27.1241,88.4081,675.9,56.0,1.0,Quartzite,WELL_DRAINED_BERM,7687,2020,5,2,3.3,4.1,2550.0,3400,18.8,5.6,32.0,MEDIUM,1,4.9,17.2
EVT-NER-2023-10397,SEG-09,NH-37 Imphal-Jiribam Rainforest Stretch,Manipur,24.8339,93.5285,745.9,40.4,0.953,Gneiss & Schist,WELL_DRAINED_BERM,2636,2023,3,9,7.9,14.2,1725.0,2300,20.8,6.2,33.9,LOW,0,0.0,0.0
EVT-NER-2020-10398,SEG-08,NH-2 Pagla Pahar Subsidence Zone,Nagaland,25.7818,93.8609,1068.8,53.0,0.847,Alluvial Silt,WELL_DRAINED_BERM,4700,2020,8,6,97.7,278.5,1575.0,2100,88.4,100.5,75.8,HIGH,1,106.4,438.0
EVT-NER-2021-10399,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.0205,92.3626,788.2,54.5,0.954,Quartzite,MODERATE_NATURAL,6714,2021,2,27,14.6,25.9,2850.0,3800,23.2,7.0,29.6,MEDIUM,1,19.4,55.9
EVT-NER-2018-10400,SEG-11,NH-54 Aizawl-Lunglei Ridge Route,Mizoram,23.4121,92.8687,1246.5,39.5,0.805,Alluvial Silt,WELL_DRAINED_BERM,2815,2018,6,13,117.4,334.5,1912.5,2550,93.9,111.5,41.2,HIGH,1,85.1,371.4
EVT-NER-2025-10401,SEG-02,NH-6 Guwahati-Shillong Expressway,Meghalaya,25.6634,91.7446,1010.9,32.5,0.749,Alluvial Silt,POOR_GULLY,10970,2025,10,5,43.4,136.4,2175.0,2900,62.6,62.1,35.7,MEDIUM,1,23.3,66.9
EVT-NER-2018-10402,SEG-03,NH-6 Sonapur Tunnel & Jaintia Hills,Meghalaya,25.2038,92.2955,908.1,51.2,0.879,Sedimentary Sandstone,MODERATE_NATURAL,6538,2018,2,13,12.3,16.6,2850.0,3800,21.3,6.4,30.8,MEDIUM,1,11.3,31.7
EVT-NER-2024-10403,SEG-15,Mon-Sonari Foothill Bypass,Nagaland,26.7269,95.0269,642.7,37.6,0.769,Sedimentary Sandstone,WELL_DRAINED_BERM,2098,2024,10,20,110.9,227.2,1650.0,2200,77.4,96.9,63.9,HIGH,1,90.8,435.2
