record_id,district_id,district_name,state,latitude,longitude,year,month,monthly_normal_mm,actual_rainfall_mm,deviation_pct,max_24h_rainfall_mm,cloudburst_events_count,monsoon_intensity_tier,mean_temp_c,humidity_pct,soil_saturation_index
MET-ML-SOH-2021-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,1,171.4,164.1,-4.3,104.2,0,MODERATE_SHOWERS,24.7,73.2,0.626
MET-ML-SOH-2021-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,2,171.4,183.1,6.8,117.0,0,MODERATE_SHOWERS,21.1,73.8,0.698
MET-ML-SOH-2021-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,3,171.4,222.0,29.5,90.3,0,MODERATE_SHOWERS,27.0,86.4,0.847
MET-ML-SOH-2021-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,4,685.8,453.1,-33.9,214.4,0,SEVERE_MONSOON_BURST,26.9,99.0,0.432
MET-ML-SOH-2021-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,5,1600.2,1388.3,-13.2,296.2,0,SEVERE_MONSOON_BURST,28.1,99.0,0.567
MET-ML-SOH-2021-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,6,2514.6,1801.9,-28.3,751.5,0,SEVERE_MONSOON_BURST,27.1,99.0,0.469
MET-ML-SOH-2021-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,7,2514.6,2776.7,10.4,734.9,1,SEVERE_MONSOON_BURST,28.0,99.0,0.722
MET-ML-SOH-2021-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,8,2514.6,3114.0,23.8,921.5,0,SEVERE_MONSOON_BURST,28.6,99.0,0.81
MET-ML-SOH-2021-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,9,1600.2,1663.2,3.9,606.0,0,SEVERE_MONSOON_BURST,27.6,99.0,0.68
MET-ML-SOH-2021-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,10,685.8,794.3,15.8,286.8,0,SEVERE_MONSOON_BURST,25.1,99.0,0.757
MET-ML-SOH-2021-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,11,171.4,212.2,23.8,107.1,0,MODERATE_SHOWERS,28.1,75.9,0.809
MET-ML-SOH-2021-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2021,12,171.4,165.9,-3.2,109.2,0,MODERATE_SHOWERS,23.2,79.5,0.633
MET-ML-SOH-2022-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,1,171.4,138.5,-19.2,68.2,0,MODERATE_SHOWERS,24.6,68.0,0.528
MET-ML-SOH-2022-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,2,171.4,169.9,-0.9,97.9,0,MODERATE_SHOWERS,23.6,74.6,0.648
MET-ML-SOH-2022-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,3,171.4,131.0,-23.6,70.9,0,MODERATE_SHOWERS,27.0,73.7,0.5
MET-ML-SOH-2022-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,4,685.8,739.8,7.9,396.9,0,SEVERE_MONSOON_BURST,28.8,99.0,0.705
MET-ML-SOH-2022-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,5,1600.2,1754.6,9.6,438.5,0,SEVERE_MONSOON_BURST,28.4,99.0,0.717
MET-ML-SOH-2022-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,6,2514.6,2525.5,0.4,564.1,1,SEVERE_MONSOON_BURST,26.9,99.0,0.657
MET-ML-SOH-2022-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,7,2514.6,2092.0,-16.8,402.4,1,SEVERE_MONSOON_BURST,26.6,99.0,0.544
MET-ML-SOH-2022-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,8,2514.6,1903.2,-24.3,443.7,1,SEVERE_MONSOON_BURST,25.2,99.0,0.495
MET-ML-SOH-2022-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,9,1600.2,1391.1,-13.1,466.7,0,SEVERE_MONSOON_BURST,26.2,99.0,0.568
MET-ML-SOH-2022-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,10,685.8,546.6,-20.3,117.5,0,SEVERE_MONSOON_BURST,26.3,99.0,0.521
MET-ML-SOH-2022-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,11,171.4,233.5,36.2,134.2,1,MODERATE_SHOWERS,25.1,86.0,0.891
MET-ML-SOH-2022-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2022,12,171.4,177.1,3.3,91.8,0,MODERATE_SHOWERS,21.7,70.9,0.676
MET-ML-SOH-2023-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,1,171.4,196.3,14.5,79.9,0,MODERATE_SHOWERS,22.5,84.1,0.749
MET-ML-SOH-2023-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,2,171.4,146.4,-14.6,107.5,0,MODERATE_SHOWERS,23.2,68.3,0.558
MET-ML-SOH-2023-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,3,171.4,160.8,-6.2,91.0,0,MODERATE_SHOWERS,28.3,75.5,0.613
MET-ML-SOH-2023-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,4,685.8,707.6,3.2,549.3,0,SEVERE_MONSOON_BURST,27.2,99.0,0.675
MET-ML-SOH-2023-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,5,1600.2,1518.2,-5.1,283.1,0,SEVERE_MONSOON_BURST,25.1,99.0,0.62
MET-ML-SOH-2023-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,6,2514.6,2867.5,14.0,788.1,1,SEVERE_MONSOON_BURST,25.5,99.0,0.746
MET-ML-SOH-2023-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,7,2514.6,2648.2,5.3,1162.9,0,SEVERE_MONSOON_BURST,26.0,99.0,0.689
MET-ML-SOH-2023-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,8,2514.6,3139.2,24.8,834.8,1,SEVERE_MONSOON_BURST,25.2,99.0,0.816
MET-ML-SOH-2023-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,9,1600.2,2042.4,27.6,572.0,0,SEVERE_MONSOON_BURST,28.2,99.0,0.835
MET-ML-SOH-2023-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,10,685.8,725.3,5.8,270.3,1,SEVERE_MONSOON_BURST,25.0,99.0,0.692
MET-ML-SOH-2023-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,11,171.4,172.3,0.5,137.1,0,MODERATE_SHOWERS,25.7,77.9,0.657
MET-ML-SOH-2023-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2023,12,171.4,208.0,21.4,122.3,0,MODERATE_SHOWERS,21.9,76.9,0.793
MET-ML-SOH-2024-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,1,171.4,137.8,-19.6,81.1,0,MODERATE_SHOWERS,22.1,69.1,0.526
MET-ML-SOH-2024-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,2,171.4,190.4,11.1,86.4,0,MODERATE_SHOWERS,21.1,82.2,0.726
MET-ML-SOH-2024-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,3,171.4,218.0,27.2,103.4,0,MODERATE_SHOWERS,28.0,81.4,0.832
MET-ML-SOH-2024-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,4,685.8,978.6,42.7,691.0,1,SEVERE_MONSOON_BURST,27.6,99.0,0.933
MET-ML-SOH-2024-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,5,1600.2,1060.3,-33.7,456.5,0,SEVERE_MONSOON_BURST,26.5,99.0,0.433
MET-ML-SOH-2024-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,6,2514.6,1951.2,-22.4,382.2,0,SEVERE_MONSOON_BURST,27.8,99.0,0.507
MET-ML-SOH-2024-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,7,2514.6,2448.2,-2.6,998.5,1,SEVERE_MONSOON_BURST,26.1,99.0,0.637
MET-ML-SOH-2024-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,8,2514.6,3625.5,44.2,810.2,1,SEVERE_MONSOON_BURST,26.1,99.0,0.943
MET-ML-SOH-2024-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,9,1600.2,1796.7,12.3,548.5,0,SEVERE_MONSOON_BURST,26.9,99.0,0.734
MET-ML-SOH-2024-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,10,685.8,651.8,-5.0,157.1,1,SEVERE_MONSOON_BURST,25.0,99.0,0.621
MET-ML-SOH-2024-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,11,171.4,191.2,11.6,136.1,0,MODERATE_SHOWERS,28.5,72.0,0.729
MET-ML-SOH-2024-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2024,12,171.4,145.5,-15.1,74.2,0,MODERATE_SHOWERS,21.2,80.4,0.555
MET-ML-SOH-2025-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,1,171.4,173.4,1.2,89.2,0,MODERATE_SHOWERS,23.8,83.0,0.661
MET-ML-SOH-2025-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,2,171.4,179.6,4.8,75.6,0,MODERATE_SHOWERS,24.9,76.0,0.685
MET-ML-SOH-2025-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,3,171.4,165.4,-3.5,118.1,0,MODERATE_SHOWERS,26.2,71.7,0.631
MET-ML-SOH-2025-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,4,685.8,748.5,9.1,576.9,0,SEVERE_MONSOON_BURST,27.7,99.0,0.714
MET-ML-SOH-2025-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,5,1600.2,1113.3,-30.4,228.1,0,SEVERE_MONSOON_BURST,25.3,99.0,0.455
MET-ML-SOH-2025-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,6,2514.6,1904.1,-24.3,516.9,0,SEVERE_MONSOON_BURST,25.1,99.0,0.495
MET-ML-SOH-2025-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,7,2514.6,3429.5,36.4,1324.6,0,SEVERE_MONSOON_BURST,27.1,99.0,0.892
MET-ML-SOH-2025-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,8,2514.6,3463.4,37.7,690.5,1,SEVERE_MONSOON_BURST,28.3,99.0,0.901
MET-ML-SOH-2025-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,9,1600.2,1763.4,10.2,381.4,0,SEVERE_MONSOON_BURST,26.2,99.0,0.721
MET-ML-SOH-2025-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,10,685.8,443.5,-35.3,163.6,0,SEVERE_MONSOON_BURST,25.1,95.0,0.423
MET-ML-SOH-2025-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,11,171.4,144.4,-15.8,69.5,0,MODERATE_SHOWERS,27.8,78.9,0.551
MET-ML-SOH-2025-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2025,12,171.4,225.8,31.7,101.8,0,MODERATE_SHOWERS,24.7,73.1,0.861
MET-ML-SOH-2026-01,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,1,171.4,168.2,-1.9,107.5,0,MODERATE_SHOWERS,23.2,71.4,0.642
MET-ML-SOH-2026-02,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,2,171.4,158.2,-7.7,74.1,0,MODERATE_SHOWERS,24.7,74.6,0.603
MET-ML-SOH-2026-03,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,3,171.4,253.7,48.0,167.6,0,SEVERE_MONSOON_BURST,26.9,79.8,0.968
MET-ML-SOH-2026-04,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,4,685.8,997.3,45.4,503.7,0,SEVERE_MONSOON_BURST,25.5,99.0,0.951
MET-ML-SOH-2026-05,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,5,1600.2,1628.9,1.8,625.1,0,SEVERE_MONSOON_BURST,28.5,99.0,0.666
MET-ML-SOH-2026-06,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,6,2514.6,1950.2,-22.4,513.0,0,SEVERE_MONSOON_BURST,28.7,99.0,0.507
MET-ML-SOH-2026-07,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,7,2514.6,2238.3,-11.0,716.6,0,SEVERE_MONSOON_BURST,27.4,99.0,0.582
MET-ML-SOH-2026-08,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,8,2514.6,2183.1,-13.2,879.6,0,SEVERE_MONSOON_BURST,25.9,99.0,0.568
MET-ML-SOH-2026-09,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,9,1600.2,1646.2,2.9,414.4,0,SEVERE_MONSOON_BURST,26.7,99.0,0.673
MET-ML-SOH-2026-10,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,10,685.8,725.5,5.8,198.3,1,SEVERE_MONSOON_BURST,28.6,99.0,0.692
MET-ML-SOH-2026-11,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,11,171.4,133.2,-22.3,67.4,0,MODERATE_SHOWERS,28.4,75.3,0.508
MET-ML-SOH-2026-12,ML-SOH,Sohra / Cherrapunjee Basin,Meghalaya,25.27,91.73,2026,12,171.4,188.8,10.2,108.1,0,MODERATE_SHOWERS,23.5,79.6,0.72
MET-AR-TAW-2015-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,1,32.2,59.4,84.5,45.6,0,DRY_PERIOD,22.1,65.7,1.0
MET-AR-TAW-2015-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,2,32.2,32.0,-0.6,21.8,0,DRY_PERIOD,23.9,62.8,0.544
MET-AR-TAW-2015-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,3,32.2,61.7,91.6,27.6,0,DRY_PERIOD,28.7,73.1,1.0
MET-AR-TAW-2015-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,4,129.0,159.3,23.5,112.4,0,MODERATE_SHOWERS,28.7,72.8,0.807
MET-AR-TAW-2015-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,5,301.0,296.6,-1.5,111.5,0,HEAVY_MONSOON,28.2,87.1,0.644
MET-AR-TAW-2015-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,6,473.0,521.5,10.3,229.6,1,SEVERE_MONSOON_BURST,28.9,99.0,0.721
MET-AR-TAW-2015-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,7,473.0,460.7,-2.6,131.3,0,HEAVY_MONSOON,27.8,95.5,0.637
MET-AR-TAW-2015-08,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,8,473.0,397.4,-16.0,138.0,0,HEAVY_MONSOON,28.8,93.0,0.549
MET-AR-TAW-2015-09,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,9,301.0,242.1,-19.6,80.4,0,MODERATE_SHOWERS,27.6,82.4,0.526
MET-AR-TAW-2015-10,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,10,129.0,179.7,39.3,63.3,0,MODERATE_SHOWERS,27.5,78.9,0.911
MET-AR-TAW-2015-11,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,11,32.2,53.6,66.5,30.2,0,DRY_PERIOD,28.8,60.3,0.911
MET-AR-TAW-2015-12,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2015,12,32.2,42.5,32.0,32.5,0,DRY_PERIOD,22.4,62.7,0.722
MET-AR-TAW-2016-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,1,32.2,44.0,36.6,23.2,0,DRY_PERIOD,24.3,60.9,0.748
MET-AR-TAW-2016-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,2,32.2,50.3,56.2,31.3,0,DRY_PERIOD,25.0,63.8,0.855
MET-AR-TAW-2016-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,3,32.2,32.9,2.2,16.8,0,DRY_PERIOD,27.2,64.0,0.559
MET-AR-TAW-2016-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,4,129.0,80.1,-37.9,53.4,0,MODERATE_SHOWERS,26.7,75.9,0.406
MET-AR-TAW-2016-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,5,301.0,191.1,-36.5,44.8,0,MODERATE_SHOWERS,25.4,73.6,0.415
MET-AR-TAW-2016-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,6,473.0,573.5,21.2,177.6,0,SEVERE_MONSOON_BURST,26.5,99.0,0.793
MET-AR-TAW-2016-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,7,473.0,299.2,-36.7,72.6,0,HEAVY_MONSOON,29.0,88.5,0.414
MET-AR-TAW-2016-08,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,8,473.0,545.7,15.4,172.6,0,SEVERE_MONSOON_BURST,26.3,99.0,0.754
MET-AR-TAW-2016-09,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,9,301.0,291.4,-3.2,85.1,0,HEAVY_MONSOON,25.1,78.5,0.633
MET-AR-TAW-2016-10,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,10,129.0,133.7,3.6,43.8,0,MODERATE_SHOWERS,29.0,76.6,0.678
MET-AR-TAW-2016-11,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,11,32.2,46.5,44.4,28.6,0,DRY_PERIOD,28.7,72.3,0.79
MET-AR-TAW-2016-12,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2016,12,32.2,30.2,-6.2,13.9,0,DRY_PERIOD,21.6,69.9,0.513
MET-AR-TAW-2017-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,1,32.2,30.9,-4.0,17.2,0,DRY_PERIOD,21.5,66.3,0.525
MET-AR-TAW-2017-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,2,32.2,51.3,59.3,39.7,0,DRY_PERIOD,23.8,71.3,0.872
MET-AR-TAW-2017-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,3,32.2,36.8,14.3,23.7,0,DRY_PERIOD,28.8,69.0,0.626
MET-AR-TAW-2017-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,4,129.0,157.9,22.4,75.0,0,MODERATE_SHOWERS,27.3,68.8,0.8
MET-AR-TAW-2017-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,5,301.0,357.2,18.7,79.0,0,HEAVY_MONSOON,25.4,84.9,0.776
MET-AR-TAW-2017-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,6,473.0,563.0,19.0,197.7,0,SEVERE_MONSOON_BURST,25.4,99.0,0.778
MET-AR-TAW-2017-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,7,473.0,416.3,-12.0,108.1,0,HEAVY_MONSOON,25.9,91.7,0.575
MET-AR-TAW-2017-08,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,8,473.0,381.9,-19.3,134.5,1,HEAVY_MONSOON,26.5,89.9,0.528
MET-AR-TAW-2017-09,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,9,301.0,413.4,37.3,138.2,1,HEAVY_MONSOON,27.8,94.6,0.898
MET-AR-TAW-2017-10,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,10,129.0,112.9,-12.5,46.3,0,MODERATE_SHOWERS,28.9,76.5,0.572
MET-AR-TAW-2017-11,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,11,32.2,58.9,82.9,38.9,0,DRY_PERIOD,26.8,66.3,1.0
MET-AR-TAW-2017-12,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2017,12,32.2,20.5,-36.3,9.1,0,DRY_PERIOD,21.5,71.1,0.348
MET-AR-TAW-2018-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,1,32.2,49.7,54.3,25.9,0,DRY_PERIOD,22.8,60.2,0.845
MET-AR-TAW-2018-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,2,32.2,43.6,35.4,25.2,0,DRY_PERIOD,24.3,70.9,0.741
MET-AR-TAW-2018-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,3,32.2,26.4,-18.0,13.4,0,DRY_PERIOD,27.8,57.7,0.449
MET-AR-TAW-2018-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,4,129.0,151.0,17.1,99.5,0,MODERATE_SHOWERS,27.0,72.4,0.765
MET-AR-TAW-2018-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,5,301.0,336.7,11.9,127.0,0,HEAVY_MONSOON,25.6,84.7,0.731
MET-AR-TAW-2018-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,6,473.0,561.6,18.7,228.7,0,SEVERE_MONSOON_BURST,27.1,99.0,0.776
MET-AR-TAW-2018-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,7,473.0,624.4,32.0,180.5,1,SEVERE_MONSOON_BURST,28.4,99.0,0.863
MET-AR-TAW-2018-08,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,8,473.0,462.2,-2.3,147.9,1,HEAVY_MONSOON,26.7,99.0,0.639
MET-AR-TAW-2018-09,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,9,301.0,371.2,23.3,97.7,0,HEAVY_MONSOON,27.0,95.7,0.806
MET-AR-TAW-2018-10,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,10,129.0,166.3,28.9,73.5,0,MODERATE_SHOWERS,27.6,74.4,0.843
MET-AR-TAW-2018-11,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,11,32.2,30.0,-6.8,15.8,0,DRY_PERIOD,28.9,69.4,0.51
MET-AR-TAW-2018-12,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2018,12,32.2,35.8,11.2,26.1,0,DRY_PERIOD,21.2,70.2,0.609
MET-AR-TAW-2019-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,1,32.2,64.8,101.2,40.5,0,DRY_PERIOD,23.5,64.8,1.0
MET-AR-TAW-2019-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,2,32.2,47.6,47.8,19.5,0,DRY_PERIOD,22.6,68.8,0.809
MET-AR-TAW-2019-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,3,32.2,48.5,50.6,28.6,0,DRY_PERIOD,28.2,70.0,0.825
MET-AR-TAW-2019-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,4,129.0,126.0,-2.3,88.5,0,MODERATE_SHOWERS,25.1,73.7,0.639
MET-AR-TAW-2019-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,5,301.0,374.6,24.5,119.8,0,HEAVY_MONSOON,25.9,92.5,0.814
MET-AR-TAW-2019-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,6,473.0,586.7,24.0,127.8,0,SEVERE_MONSOON_BURST,28.1,99.0,0.811
MET-AR-TAW-2019-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,7,473.0,502.4,6.2,166.4,1,SEVERE_MONSOON_BURST,25.5,99.0,0.694
MET-AR-TAW-2019-08,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,8,473.0,481.0,1.7,197.8,0,SEVERE_MONSOON_BURST,28.4,99.0,0.665
MET-AR-TAW-2019-09,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,9,301.0,362.4,20.4,81.1,0,HEAVY_MONSOON,28.2,84.4,0.787
MET-AR-TAW-2019-10,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,10,129.0,136.4,5.7,30.0,0,MODERATE_SHOWERS,27.2,68.8,0.691
MET-AR-TAW-2019-11,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,11,32.2,36.1,12.1,14.7,0,DRY_PERIOD,25.2,58.2,0.614
MET-AR-TAW-2019-12,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2019,12,32.2,38.4,19.3,16.5,0,DRY_PERIOD,22.9,67.1,0.653
MET-AR-TAW-2020-01,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,1,32.2,13.8,-57.1,9.4,0,DRY_PERIOD,24.4,67.6,0.235
MET-AR-TAW-2020-02,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,2,32.2,55.0,70.8,29.5,0,DRY_PERIOD,21.2,73.5,0.935
MET-AR-TAW-2020-03,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,3,32.2,45.1,40.1,26.3,0,DRY_PERIOD,25.7,60.7,0.767
MET-AR-TAW-2020-04,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,4,129.0,168.0,30.2,78.3,0,MODERATE_SHOWERS,25.9,71.0,0.852
MET-AR-TAW-2020-05,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,5,301.0,385.8,28.2,93.9,0,HEAVY_MONSOON,26.1,94.1,0.838
MET-AR-TAW-2020-06,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,6,473.0,586.6,24.0,163.0,0,SEVERE_MONSOON_BURST,25.3,99.0,0.811
MET-AR-TAW-2020-07,AR-TAW,Tawang,Arunachal Pradesh,27.58,91.86,2020,7,473.0,350.7,-25.9,106.9,0,HEAVY_MONSOON,28.3,89.6,0.485
